"key","value","date","uniqueWellIdentifier","activityType"
Oil,459,"09/28/1992",3501522889,PRODUCTION
Oil,470,"09/29/1992",3501522889,PRODUCTION
Oil,481,"09/30/1992",3501522889,PRODUCTION
Oil,491,"10/01/1992",3501522889,PRODUCTION
Oil,491,"10/01/1992",3501522889,PRODUCTION
Oil,491,"10/02/1992",3501522889,PRODUCTION
Oil,492,"10/03/1992",3501522889,PRODUCTION
Oil,492,"10/04/1992",3501522889,PRODUCTION
Oil,493,"10/05/1992",3501522889,PRODUCTION
Oil,493,"10/06/1992",3501522889,PRODUCTION
Oil,494,"10/07/1992",3501522889,PRODUCTION
Oil,494,"10/08/1992",3501522889,PRODUCTION
Oil,494,"10/09/1992",3501522889,PRODUCTION
Oil,495,"10/10/1992",3501522889,PRODUCTION
Oil,495,"10/11/1992",3501522889,PRODUCTION
Oil,496,"10/12/1992",3501522889,PRODUCTION
Oil,496,"10/13/1992",3501522889,PRODUCTION
Oil,496,"10/14/1992",3501522889,PRODUCTION
Oil,497,"10/15/1992",3501522889,PRODUCTION
Oil,497,"10/16/1992",3501522889,PRODUCTION
Oil,498,"10/17/1992",3501522889,PRODUCTION
Oil,498,"10/18/1992",3501522889,PRODUCTION
Oil,499,"10/19/1992",3501522889,PRODUCTION
Oil,499,"10/20/1992",3501522889,PRODUCTION
Oil,499,"10/21/1992",3501522889,PRODUCTION
Oil,500,"10/22/1992",3501522889,PRODUCTION
Oil,500,"10/23/1992",3501522889,PRODUCTION
Oil,501,"10/24/1992",3501522889,PRODUCTION
Oil,501,"10/25/1992",3501522889,PRODUCTION
Oil,501,"10/26/1992",3501522889,PRODUCTION
Oil,502,"10/27/1992",3501522889,PRODUCTION
Oil,502,"10/28/1992",3501522889,PRODUCTION
Oil,503,"10/29/1992",3501522889,PRODUCTION
Oil,503,"10/30/1992",3501522889,PRODUCTION
Oil,504,"10/31/1992",3501522889,PRODUCTION
Oil,504,"11/01/1992",3501522889,PRODUCTION
Oil,490,"11/02/1992",3501522889,PRODUCTION
Oil,476,"11/03/1992",3501522889,PRODUCTION
Oil,462,"11/04/1992",3501522889,PRODUCTION
Oil,449,"11/05/1992",3501522889,PRODUCTION
Oil,435,"11/06/1992",3501522889,PRODUCTION
Oil,421,"11/07/1992",3501522889,PRODUCTION
Oil,407,"11/08/1992",3501522889,PRODUCTION
Oil,393,"11/09/1992",3501522889,PRODUCTION
Oil,379,"11/10/1992",3501522889,PRODUCTION
Oil,365,"11/11/1992",3501522889,PRODUCTION
Oil,351,"11/12/1992",3501522889,PRODUCTION
Oil,338,"11/13/1992",3501522889,PRODUCTION
Oil,324,"11/14/1992",3501522889,PRODUCTION
Oil,310,"11/15/1992",3501522889,PRODUCTION
Oil,296,"11/16/1992",3501522889,PRODUCTION
Oil,282,"11/17/1992",3501522889,PRODUCTION
Oil,268,"11/18/1992",3501522889,PRODUCTION
Oil,254,"11/19/1992",3501522889,PRODUCTION
Oil,241,"11/20/1992",3501522889,PRODUCTION
Oil,227,"11/21/1992",3501522889,PRODUCTION
Oil,213,"11/22/1992",3501522889,PRODUCTION
Oil,199,"11/23/1992",3501522889,PRODUCTION
Oil,185,"11/24/1992",3501522889,PRODUCTION
Oil,171,"11/25/1992",3501522889,PRODUCTION
Oil,157,"11/26/1992",3501522889,PRODUCTION
Oil,143,"11/27/1992",3501522889,PRODUCTION
Oil,130,"11/28/1992",3501522889,PRODUCTION
Oil,116,"11/29/1992",3501522889,PRODUCTION
Oil,102,"11/30/1992",3501522889,PRODUCTION
Oil,88,"12/01/1992",3501522889,PRODUCTION
Oil,92,"12/02/1992",3501522889,PRODUCTION
Oil,95,"12/03/1992",3501522889,PRODUCTION
Oil,99,"12/04/1992",3501522889,PRODUCTION
Oil,103,"12/05/1992",3501522889,PRODUCTION
Oil,106,"12/06/1992",3501522889,PRODUCTION
Oil,110,"12/07/1992",3501522889,PRODUCTION
Oil,114,"12/08/1992",3501522889,PRODUCTION
Oil,117,"12/09/1992",3501522889,PRODUCTION
Oil,121,"12/10/1992",3501522889,PRODUCTION
Oil,124,"12/11/1992",3501522889,PRODUCTION
Oil,128,"12/12/1992",3501522889,PRODUCTION
Oil,132,"12/13/1992",3501522889,PRODUCTION
Oil,135,"12/14/1992",3501522889,PRODUCTION
Oil,139,"12/15/1992",3501522889,PRODUCTION
Oil,143,"12/16/1992",3501522889,PRODUCTION
Oil,146,"12/17/1992",3501522889,PRODUCTION
Oil,150,"12/18/1992",3501522889,PRODUCTION
Oil,154,"12/19/1992",3501522889,PRODUCTION
Oil,157,"12/20/1992",3501522889,PRODUCTION
Oil,161,"12/21/1992",3501522889,PRODUCTION
Oil,165,"12/22/1992",3501522889,PRODUCTION
Oil,168,"12/23/1992",3501522889,PRODUCTION
Oil,172,"12/24/1992",3501522889,PRODUCTION
Oil,175,"12/25/1992",3501522889,PRODUCTION
Oil,179,"12/26/1992",3501522889,PRODUCTION
Oil,183,"12/27/1992",3501522889,PRODUCTION
Oil,186,"12/28/1992",3501522889,PRODUCTION
Oil,190,"12/29/1992",3501522889,PRODUCTION
Oil,194,"12/30/1992",3501522889,PRODUCTION
Oil,197,"12/31/1992",3501522889,PRODUCTION
Oil,201,"01/01/1993",3501522889,PRODUCTION
Oil,198,"01/02/1993",3501522889,PRODUCTION
Oil,196,"01/03/1993",3501522889,PRODUCTION
Oil,193,"01/04/1993",3501522889,PRODUCTION
Oil,191,"01/05/1993",3501522889,PRODUCTION
Oil,188,"01/06/1993",3501522889,PRODUCTION
Oil,185,"01/07/1993",3501522889,PRODUCTION
Oil,183,"01/08/1993",3501522889,PRODUCTION
Oil,180,"01/09/1993",3501522889,PRODUCTION
Oil,177,"01/10/1993",3501522889,PRODUCTION
Oil,175,"01/11/1993",3501522889,PRODUCTION
Oil,172,"01/12/1993",3501522889,PRODUCTION
Oil,170,"01/13/1993",3501522889,PRODUCTION
Oil,167,"01/14/1993",3501522889,PRODUCTION
Oil,164,"01/15/1993",3501522889,PRODUCTION
Oil,162,"01/16/1993",3501522889,PRODUCTION
Oil,159,"01/17/1993",3501522889,PRODUCTION
Oil,157,"01/18/1993",3501522889,PRODUCTION
Oil,154,"01/19/1993",3501522889,PRODUCTION
Oil,151,"01/20/1993",3501522889,PRODUCTION
Oil,149,"01/21/1993",3501522889,PRODUCTION
Oil,146,"01/22/1993",3501522889,PRODUCTION
Oil,144,"01/23/1993",3501522889,PRODUCTION
Oil,141,"01/24/1993",3501522889,PRODUCTION
Oil,138,"01/25/1993",3501522889,PRODUCTION
Oil,136,"01/26/1993",3501522889,PRODUCTION
Oil,133,"01/27/1993",3501522889,PRODUCTION
Oil,130,"01/28/1993",3501522889,PRODUCTION
Oil,128,"01/29/1993",3501522889,PRODUCTION
Oil,125,"01/30/1993",3501522889,PRODUCTION
Oil,123,"01/31/1993",3501522889,PRODUCTION
Oil,120,"02/01/1993",3501522889,PRODUCTION
Oil,130,"02/02/1993",3501522889,PRODUCTION
Oil,139,"02/03/1993",3501522889,PRODUCTION
Oil,149,"02/04/1993",3501522889,PRODUCTION
Oil,159,"02/05/1993",3501522889,PRODUCTION
Oil,168,"02/06/1993",3501522889,PRODUCTION
Oil,178,"02/07/1993",3501522889,PRODUCTION
Oil,188,"02/08/1993",3501522889,PRODUCTION
Oil,197,"02/09/1993",3501522889,PRODUCTION
Oil,207,"02/10/1993",3501522889,PRODUCTION
Oil,216,"02/11/1993",3501522889,PRODUCTION
Oil,226,"02/12/1993",3501522889,PRODUCTION
Oil,236,"02/13/1993",3501522889,PRODUCTION
Oil,245,"02/14/1993",3501522889,PRODUCTION
Oil,255,"02/15/1993",3501522889,PRODUCTION
Oil,265,"02/16/1993",3501522889,PRODUCTION
Oil,274,"02/17/1993",3501522889,PRODUCTION
Oil,284,"02/18/1993",3501522889,PRODUCTION
Oil,294,"02/19/1993",3501522889,PRODUCTION
Oil,303,"02/20/1993",3501522889,PRODUCTION
Oil,313,"02/21/1993",3501522889,PRODUCTION
Oil,322,"02/22/1993",3501522889,PRODUCTION
Oil,332,"02/23/1993",3501522889,PRODUCTION
Oil,342,"02/24/1993",3501522889,PRODUCTION
Oil,351,"02/25/1993",3501522889,PRODUCTION
Oil,361,"02/26/1993",3501522889,PRODUCTION
Oil,371,"02/27/1993",3501522889,PRODUCTION
Oil,380,"02/28/1993",3501522889,PRODUCTION
Oil,390,"03/01/1993",3501522889,PRODUCTION
Oil,381,"03/02/1993",3501522889,PRODUCTION
Oil,373,"03/03/1993",3501522889,PRODUCTION
Oil,364,"03/04/1993",3501522889,PRODUCTION
Oil,355,"03/05/1993",3501522889,PRODUCTION
Oil,346,"03/06/1993",3501522889,PRODUCTION
Oil,338,"03/07/1993",3501522889,PRODUCTION
Oil,329,"03/08/1993",3501522889,PRODUCTION
Oil,320,"03/09/1993",3501522889,PRODUCTION
Oil,312,"03/10/1993",3501522889,PRODUCTION
Oil,303,"03/11/1993",3501522889,PRODUCTION
Oil,294,"03/12/1993",3501522889,PRODUCTION
Oil,285,"03/13/1993",3501522889,PRODUCTION
Oil,277,"03/14/1993",3501522889,PRODUCTION
Oil,268,"03/15/1993",3501522889,PRODUCTION
Oil,259,"03/16/1993",3501522889,PRODUCTION
Oil,251,"03/17/1993",3501522889,PRODUCTION
Oil,242,"03/18/1993",3501522889,PRODUCTION
Oil,233,"03/19/1993",3501522889,PRODUCTION
Oil,225,"03/20/1993",3501522889,PRODUCTION
Oil,216,"03/21/1993",3501522889,PRODUCTION
Oil,207,"03/22/1993",3501522889,PRODUCTION
Oil,198,"03/23/1993",3501522889,PRODUCTION
Oil,190,"03/24/1993",3501522889,PRODUCTION
Oil,181,"03/25/1993",3501522889,PRODUCTION
Oil,172,"03/26/1993",3501522889,PRODUCTION
Oil,164,"03/27/1993",3501522889,PRODUCTION
Oil,155,"03/28/1993",3501522889,PRODUCTION
Oil,146,"03/29/1993",3501522889,PRODUCTION
Oil,137,"03/30/1993",3501522889,PRODUCTION
Oil,129,"03/31/1993",3501522889,PRODUCTION
Oil,120,"04/01/1993",3501522889,PRODUCTION
Oil,123,"04/02/1993",3501522889,PRODUCTION
Oil,127,"04/03/1993",3501522889,PRODUCTION
Oil,130,"04/04/1993",3501522889,PRODUCTION
Oil,133,"04/05/1993",3501522889,PRODUCTION
Oil,137,"04/06/1993",3501522889,PRODUCTION
Oil,140,"04/07/1993",3501522889,PRODUCTION
Oil,143,"04/08/1993",3501522889,PRODUCTION
Oil,147,"04/09/1993",3501522889,PRODUCTION
Oil,150,"04/10/1993",3501522889,PRODUCTION
Oil,153,"04/11/1993",3501522889,PRODUCTION
Oil,157,"04/12/1993",3501522889,PRODUCTION
Oil,160,"04/13/1993",3501522889,PRODUCTION
Oil,163,"04/14/1993",3501522889,PRODUCTION
Oil,167,"04/15/1993",3501522889,PRODUCTION
Oil,170,"04/16/1993",3501522889,PRODUCTION
Oil,173,"04/17/1993",3501522889,PRODUCTION
Oil,177,"04/18/1993",3501522889,PRODUCTION
Oil,180,"04/19/1993",3501522889,PRODUCTION
Oil,183,"04/20/1993",3501522889,PRODUCTION
Oil,187,"04/21/1993",3501522889,PRODUCTION
Oil,190,"04/22/1993",3501522889,PRODUCTION
Oil,193,"04/23/1993",3501522889,PRODUCTION
Oil,197,"04/24/1993",3501522889,PRODUCTION
Oil,200,"04/25/1993",3501522889,PRODUCTION
Oil,203,"04/26/1993",3501522889,PRODUCTION
Oil,207,"04/27/1993",3501522889,PRODUCTION
Oil,210,"04/28/1993",3501522889,PRODUCTION
Oil,213,"04/29/1993",3501522889,PRODUCTION
Oil,217,"04/30/1993",3501522889,PRODUCTION
Oil,220,"05/01/1993",3501522889,PRODUCTION
Oil,220,"05/01/1993",3501522889,PRODUCTION
Oil,216,"05/02/1993",3501522889,PRODUCTION
Oil,213,"05/03/1993",3501522889,PRODUCTION
Oil,210,"05/04/1993",3501522889,PRODUCTION
Oil,206,"05/05/1993",3501522889,PRODUCTION
Oil,203,"05/06/1993",3501522889,PRODUCTION
Oil,199,"05/07/1993",3501522889,PRODUCTION
Oil,196,"05/08/1993",3501522889,PRODUCTION
Oil,192,"05/09/1993",3501522889,PRODUCTION
Oil,189,"05/10/1993",3501522889,PRODUCTION
Oil,185,"05/11/1993",3501522889,PRODUCTION
Oil,182,"05/12/1993",3501522889,PRODUCTION
Oil,178,"05/13/1993",3501522889,PRODUCTION
Oil,175,"05/14/1993",3501522889,PRODUCTION
Oil,172,"05/15/1993",3501522889,PRODUCTION
Oil,168,"05/16/1993",3501522889,PRODUCTION
Oil,165,"05/17/1993",3501522889,PRODUCTION
Oil,161,"05/18/1993",3501522889,PRODUCTION
Oil,158,"05/19/1993",3501522889,PRODUCTION
Oil,154,"05/20/1993",3501522889,PRODUCTION
Oil,151,"05/21/1993",3501522889,PRODUCTION
Oil,147,"05/22/1993",3501522889,PRODUCTION
Oil,144,"05/23/1993",3501522889,PRODUCTION
Oil,140,"05/24/1993",3501522889,PRODUCTION
Oil,137,"05/25/1993",3501522889,PRODUCTION
Oil,134,"05/26/1993",3501522889,PRODUCTION
Oil,130,"05/27/1993",3501522889,PRODUCTION
Oil,127,"05/28/1993",3501522889,PRODUCTION
Oil,123,"05/29/1993",3501522889,PRODUCTION
Oil,120,"05/30/1993",3501522889,PRODUCTION
Oil,116,"05/31/1993",3501522889,PRODUCTION
Oil,113,"06/01/1993",3501522889,PRODUCTION
Oil,113,"06/01/1993",3501522889,PRODUCTION
Oil,111,"06/02/1993",3501522889,PRODUCTION
Oil,109,"06/03/1993",3501522889,PRODUCTION
Oil,107,"06/04/1993",3501522889,PRODUCTION
Oil,105,"06/05/1993",3501522889,PRODUCTION
Oil,104,"06/06/1993",3501522889,PRODUCTION
Oil,102,"06/07/1993",3501522889,PRODUCTION
Oil,100,"06/08/1993",3501522889,PRODUCTION
Oil,98,"06/09/1993",3501522889,PRODUCTION
Oil,96,"06/10/1993",3501522889,PRODUCTION
Oil,94,"06/11/1993",3501522889,PRODUCTION
Oil,92,"06/12/1993",3501522889,PRODUCTION
Oil,91,"06/13/1993",3501522889,PRODUCTION
Oil,89,"06/14/1993",3501522889,PRODUCTION
Oil,87,"06/15/1993",3501522889,PRODUCTION
Oil,85,"06/16/1993",3501522889,PRODUCTION
Oil,83,"06/17/1993",3501522889,PRODUCTION
Oil,81,"06/18/1993",3501522889,PRODUCTION
Oil,79,"06/19/1993",3501522889,PRODUCTION
Oil,77,"06/20/1993",3501522889,PRODUCTION
Oil,76,"06/21/1993",3501522889,PRODUCTION
Oil,74,"06/22/1993",3501522889,PRODUCTION
Oil,72,"06/23/1993",3501522889,PRODUCTION
Oil,70,"06/24/1993",3501522889,PRODUCTION
Oil,68,"06/25/1993",3501522889,PRODUCTION
Oil,66,"06/26/1993",3501522889,PRODUCTION
Oil,64,"06/27/1993",3501522889,PRODUCTION
Oil,63,"06/28/1993",3501522889,PRODUCTION
Oil,61,"06/29/1993",3501522889,PRODUCTION
Oil,59,"06/30/1993",3501522889,PRODUCTION
Oil,57,"07/01/1993",3501522889,PRODUCTION
Oil,57,"07/01/1993",3501522889,PRODUCTION
Oil,60,"07/02/1993",3501522889,PRODUCTION
Oil,64,"07/03/1993",3501522889,PRODUCTION
Oil,67,"07/04/1993",3501522889,PRODUCTION
Oil,70,"07/05/1993",3501522889,PRODUCTION
Oil,73,"07/06/1993",3501522889,PRODUCTION
Oil,76,"07/07/1993",3501522889,PRODUCTION
Oil,80,"07/08/1993",3501522889,PRODUCTION
Oil,83,"07/09/1993",3501522889,PRODUCTION
Oil,86,"07/10/1993",3501522889,PRODUCTION
Oil,89,"07/11/1993",3501522889,PRODUCTION
Oil,93,"07/12/1993",3501522889,PRODUCTION
Oil,96,"07/13/1993",3501522889,PRODUCTION
Oil,99,"07/14/1993",3501522889,PRODUCTION
Oil,102,"07/15/1993",3501522889,PRODUCTION
Oil,106,"07/16/1993",3501522889,PRODUCTION
Oil,109,"07/17/1993",3501522889,PRODUCTION
Oil,112,"07/18/1993",3501522889,PRODUCTION
Oil,115,"07/19/1993",3501522889,PRODUCTION
Oil,118,"07/20/1993",3501522889,PRODUCTION
